Unnamed: 0,WavFilesPath,stt,new_path,transcript,I,D,S,N,Accuracy
226,/content/drive/MyDrive/singlish/test/2944.wav,but he also worned that providing more options wer make the system more complicated,2944,but he also warned that providing more options would make the system more complicated,0,2,3,85,0.9411764705882353
258,/content/drive/MyDrive/singlish/test/2945.wav,but he expanded into an aray of interests including property restuants and resourts,2945,but it expanded into an array of interests including property restaurants and resorts,1,3,2,85,0.9294117647058824
210,/content/drive/MyDrive/singlish/test/2946.wav,it was not a very dep collection,2946,it was not a very deep collection,0,1,0,33,0.9696969696969697
243,/content/drive/MyDrive/singlish/test/2947.wav,some people will not be pleased,2947,some people will not be pleased,0,0,0,31,1.0
272,/content/drive/MyDrive/singlish/test/2948.wav,singapore wery report detailed data on grass domestic pooduct for the third quarter,2948,singapore will report detailed data on gross domestic product for the third quarter,0,0,5,83,0.9397590361445783
221,/content/drive/MyDrive/singlish/test/2949.wav,n s is abut protecting our len and our loved ones,2949,n s is about protecting our land and our loved ones,0,2,1,51,0.9411764705882353
209,/content/drive/MyDrive/singlish/test/2950.wav,the marriage of the two parties ware surprising in the first place,2950,the marriage of the two parties was surprising in the first place,1,0,1,65,0.9692307692307692
281,/content/drive/MyDrive/singlish/test/2951.wav,the father must also be married to the childs mother and the child ust be a singapore citizen,2951,the father must also be married to the childs mother and the child must be a singapore citizen,0,1,0,94,0.9893617021276596
229,/content/drive/MyDrive/singlish/test/2952.wav,its very important that all of us stand together united,2952,its very important that all of us stand together united,0,0,0,55,1.0
231,/content/drive/MyDrive/singlish/test/2953.wav,i dont think theares an answeor yet,2953,i dont think theres an answer yet,2,0,0,33,0.9393939393939394
271,/content/drive/MyDrive/singlish/test/2954.wav,he used the proces of is cheating to fnd his gambling hbits and to pay off his gambling datts,2954,he used the proceeds of his cheating to fund his gambling habits and to pay off his gambling debts,0,5,2,98,0.9285714285714286
245,/content/drive/MyDrive/singlish/test/2955.wav,it is as simpole as that,2955,it is as simple as that,1,0,0,23,0.9565217391304348
214,/content/drive/MyDrive/singlish/test/2956.wav,its a god escuse to make noise,2956,its a good excuse to make noise,0,1,1,31,0.9354838709677419
250,/content/drive/MyDrive/singlish/test/2957.wav,at this point in time a lot of people are inosicated or drunk and cant find their way back,2957,at this point in time a lot of people are intoxicated or drunk and cant find their way back,0,1,1,91,0.978021978021978
216,/content/drive/MyDrive/singlish/test/2958.wav,he had one big regret and life,2958,he had one big regret in life,1,0,1,29,0.9310344827586207
249,/content/drive/MyDrive/singlish/test/2959.wav,he also joind the colonial health department,2959,he also joined the colonial health department,0,1,0,45,0.9777777777777777
288,/content/drive/MyDrive/singlish/test/2960.wav,is shieping the only thing affected,2960,is shipping the only thing affected,0,0,1,35,0.9714285714285714
269,/content/drive/MyDrive/singlish/test/2961.wav,for f them had fractures and the ftith man had back pain,2961,four of them had fractures and the fifth man had back pain,0,2,2,58,0.9310344827586207
263,/content/drive/MyDrive/singlish/test/2962.wav,tespite public education cam pains some people persists in td iresponsible actof feding munkes,2962,despite public education campaigns some people persist in the irresponsible act of feeding monkeys,2,6,3,98,0.8877551020408163
215,/content/drive/MyDrive/singlish/test/2963.wav,the team is in talks with bio technology companies to see how the kik can be commercialised,2963,the team is in talks with biotechnology companies to see how the kit can be commercialised,1,0,1,90,0.9777777777777777
290,/content/drive/MyDrive/singlish/test/2964.wav,and te i say pre historic,2964,and did i say prehistoric,1,1,2,25,0.84
212,/content/drive/MyDrive/singlish/test/2965.wav,toes this soun like your family,2965,does this sound like your family,0,1,1,32,0.9375
285,/content/drive/MyDrive/singlish/test/2966.wav,dont talk about eah saround her,2966,dont talk about age around her,1,0,3,30,0.8666666666666667
254,/content/drive/MyDrive/singlish/test/2967.wav,and if you look around youwill see others whos  liges have been ampetated,2967,and if you look around you will see others whose legs have been amputated,1,1,3,73,0.9315068493150684
277,/content/drive/MyDrive/singlish/test/2968.wav,no one ownss us our sovereinty or security,2968,no one owes us our sovereignty or security,1,1,1,42,0.9285714285714286
207,/content/drive/MyDrive/singlish/test/2969.wav,he says that the eihth food outlerts get long ceuse during mel times,2969,he says that the eight food outlets get long queues during mealtimes,2,2,5,68,0.8676470588235294
265,/content/drive/MyDrive/singlish/test/2970.wav,information will contine to be uploaded but with axcess blocked,2970,information will continue to be uploaded but with access blocked,0,1,1,64,0.96875
289,/content/drive/MyDrive/singlish/test/2971.wav,somewat if wiu close your eys,2971,somewhat if you close your eyes,0,2,2,31,0.8709677419354839
253,/content/drive/MyDrive/singlish/test/2972.wav,and the teeo recorled the shock and surprised from their friens and family when they first started,2972,and the two recalled the shock and surprise from their friends and family when they first started,2,1,3,97,0.9381443298969072
218,/content/drive/MyDrive/singlish/test/2973.wav,for criminal intimidation the man could have peen jogked up to twwo years fined or both,2973,for criminal intimidation the man could have been jailed up to two years fined or both,1,0,4,86,0.9418604651162791
246,/content/drive/MyDrive/singlish/test/2974.wav,resale flats remaind the only way for buyers to pick i flaht in ay location of choicse,2974,resale flats remain the only way for buyers to pick a flat in a location of choice,4,0,1,82,0.9390243902439024
278,/content/drive/MyDrive/singlish/test/2975.wav,it forth coleding company managed to escape punashment by thruaining in the others,2975,a fourth colluding company managed to escape punishment by turning in the others,4,2,4,80,0.875
206,/content/drive/MyDrive/singlish/test/2976.wav,i feel prod that my o s steae is getting a make over,2976,i feel proud that my old estate is getting a makeover,1,2,4,53,0.8679245283018868
267,/content/drive/MyDrive/singlish/test/2977.wav,they have macked out their volum unless they can increase production further,2977,they have maxed out their volume unless they can increase production further,1,1,1,76,0.9605263157894737
213,/content/drive/MyDrive/singlish/test/2978.wav,court paypres did not revew details of the disput,2978,court papers did not reveal details of the dispute,1,2,3,50,0.88
247,/content/drive/MyDrive/singlish/test/2979.wav,with temporaters set to rise moskitos wil likely become more common iritating and dangurous,2979,with temperatures set to rise mosquitoes will likely become more common irritating and dangerous,0,5,4,96,0.90625
279,/content/drive/MyDrive/singlish/test/2980.wav,china is astralias largest trading partneur,2980,china is australias largest trading partner,1,1,0,43,0.9534883720930233
224,/content/drive/MyDrive/singlish/test/2981.wav,our sil tired from work i could nt even bother to brush my tieeth,2981,i was so tired from work i could not even bother to brush my teeth,1,2,6,66,0.8636363636363636
238,/content/drive/MyDrive/singlish/test/2982.wav,a comma can change the meaning ofer a sentence entirely,2982,a comma can change the meaning of a sentence entirely,2,0,0,53,0.9622641509433962
227,/content/drive/MyDrive/singlish/test/2983.wav,before the internet we rote letters to orpen pals and reit magazines,2983,before the internet we wrote letters to our pen pals and read magazines,0,3,2,71,0.9295774647887324
222,/content/drive/MyDrive/singlish/test/2984.wav,is easiy to bokhf thightes and hotes on a computer,2984,it is easy to book flights and hotels on the computer,3,6,5,53,0.7358490566037735
257,/content/drive/MyDrive/singlish/test/2985.wav,have yow ais course of blood in ae village,2985,heavy rains caused a flood in the village,4,3,8,41,0.6341463414634146
266,/content/drive/MyDrive/singlish/test/2986.wav,g ff snach whenever i go to the sumermarket,2986,i get free snacks whenever i go to the supermarket,0,7,3,50,0.8
262,/content/drive/MyDrive/singlish/test/2987.wav,its not safe to feiace something again upthe u s thoughht,2987,its not safe to freeze something again after it has thawed,2,3,13,58,0.6896551724137931
283,/content/drive/MyDrive/singlish/test/2988.wav,we visited persiangcoflf,2988,we visited the persian gulf,1,4,3,27,0.7037037037037037
264,/content/drive/MyDrive/singlish/test/2989.wav,the crowd guffowed at the comeliuns joks,2989,the crowd guffawed at the comedians jokes,0,1,3,41,0.9024390243902439
274,/content/drive/MyDrive/singlish/test/2990.wav,the villagers play for pasful harvest at the staf of tavier,2990,the villagers play for plentiful harvest at the start of every year,0,8,7,67,0.7761194029850746
235,/content/drive/MyDrive/singlish/test/2991.wav,the nurs fowlther a paper jip for letere boys juge model,2991,the nurse folded a paper jib for the little boys yacht model,2,6,10,60,0.7
310,/content/drive/MyDrive/singlish/test/2992.wav,the studen was very comnfie anthe he est how he enterdh arong classroom,2992,the student was very confused he were he entered wrong classroom,8,1,10,64,0.703125
293,/content/drive/MyDrive/singlish/test/2993.wav,his grief had become is diiwinforce in his career,2993,his grief had become his driving force in his career,0,3,2,52,0.9038461538461539
316,/content/drive/MyDrive/singlish/test/2994.wav,we must find a way to sircumvent or thise new obstacles and secue our voates,2994,we must find a way to circumvent all these new obstacles and secure our votes,1,2,4,77,0.9090909090909091
304,/content/drive/MyDrive/singlish/test/2995.wav,the litle boy shared his to meto wi his brother,2995,the little boy shared his tomato with his brother,1,3,1,49,0.8979591836734694
320,/content/drive/MyDrive/singlish/test/2996.wav,the grass had grown al the way to his dnees,2996,the grass had grown all the way to his knees,0,1,1,44,0.9545454545454546
